 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
23.2,Beschikbare online transactiediensten voor de douane,"0= Onbekend, 1= Registratie + Aangifte, 2= Registratie + Aangifte + Betalingen, 3= Registratie + Aangifte + Betalingen + Overig","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Aangifte, 2= Registratie + Aangifte + Betalingen, 3= Registratie + Aangifte + Betalingen + Overig  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de Beschikbare online transactiediensten voor de douane ? 

ANTWOORD: 
Nee, er is geen online douanediensten portaal (single window). ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Aangifte, 2= Registratie + Aangifte + Betalingen, 3= Registratie + Aangifte + Betalingen + Overig  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de Beschikbare online transactiediensten voor de douane ? 

ANTWOORD:"
23.3,Worden burgers/bedrijven betrokken bij het ontwerp van online douanediensten?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de Worden burgers/bedrijven betrokken bij het ontwerp van online douanediensten? ? 

ANTWOORD: Er is geen online douanediensten portaal. 
VRAAG: Worden burgers/bedrijven betrokken bij het ontwerp van online douanediensten? ? 

ANTWOORD: Nee. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de Worden burgers/bedrijven betrokken bij het ontwerp van online douanediensten? ? 

ANTWOORD:"
23.4,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD: Er is een online douanediensten portaal (single window). De Universele toegankelijkheid (omnichannel toegang) is: 0= Nee, 1= Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online douanediensten portaal (single window)?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
24,Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen? ? 

ANTWOORD: 
0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik) ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen? ? 

ANTWOORD:"
24.1,URL van het online dienstenportaal voor Sociale Verzekeringen/Pensioen,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de URL van het online dienstenportaal voor Sociale Verzekeringen/Pensioen ? 

ANTWOORD: Ja, er is een online dienstenportaal voor Sociale Verzekeringen/Pensioen. De URL van het online dienstenportaal voor Sociale Verzekeringen/Pensioen is: [URL dienstenportaal SV/P] ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de URL van het online dienstenportaal voor Sociale Verzekeringen/Pensioen ? 

ANTWOORD:"
24.2,Beschikbare online transactiediensten voor Sociale Verzekeringen / Pensioen,"0= Onbekend, 1= Registratie + Uitkeringen, 2= Registratie + Uitkeringen + Betalingen, 3= Registratie + Uitkeringen + Betalingen + Overig","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Uitkeringen, 2= Registratie + Uitkeringen + Betalingen, 3= Registratie + Uitkeringen + Betalingen + Overig  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Beschikbare online transactiediensten voor Sociale Verzekeringen / Pensioen ? 

ANTWOORD: Ja, er is een online dienstenportaal voor Sociale Verzekeringen/Pensioen. Bij de Belastingdienst kunt u via het online dienstenportaal onder andere de volgende transacties uitvoeren: Aanvragen van een DigiD; Aanvragen van een toeslag; Aanvragen van een belastingaangifte; Aanvragen van een voorlopige aanslag; Aanvragen van een beschikking; Aanvragen van een bezwaar of beroep; Aanvr","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Uitkeringen, 2= Registratie + Uitkeringen + Betalingen, 3= Registratie + Uitkeringen + Betalingen + Overig  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Beschikbare online transactiediensten voor Sociale Verzekeringen / Pensioen ? 

ANTWOORD:"
24.3,Worden burgers betrokken bij het ontwerp van Sociale Verzekeringen / Pensioendienstenportaal?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Worden burgers betrokken bij het ontwerp van Sociale Verzekeringen / Pensioendienstenportaal? ? 

ANTWOORD: Ja, er is een online dienstenportaal voor Sociale Verzekeringen/Pensioen. Er is geen online dienstenportaal voor Sociale Verzekeringen/Pensioen. 
Documenten. 
 Welke vragen en antwoorden zijn er over de Europese Verordening Informatie-uitwisseling binnen de EU (IDA)?Er zijn 38 vragen en antwoorden over de Europese Verordening Informatie-uitwisseling binnen de EU (IDA). De vragen en antwoorden","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Worden burgers betrokken bij het ontwerp van Sociale Verzekeringen / Pensioendienstenportaal? ? 

ANTWOORD:"
24.4,Biedt de overheid stimulansen voor burgers om deel te nemen aan een verzekeringsregeling?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Biedt de overheid stimulansen voor burgers om deel te nemen aan een verzekeringsregeling? ? 

ANTWOORD: 
Er is geen online dienstenportaal voor Sociale Verzekeringen/Pensioen. 
VRAAG: Wordt er een verplichte verzekering aangeboden voor zelfstandigen zonder personeel (zzp’ers)? ? 

ANTWOORD: Er zijn geen verplichte verzekeringen voor zelfstandigen zonder personeel. 
VRAAG: Wordt er een verplichte verzekering aangeboden voor mensen met een tijdelijk contract? ? 
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Biedt de overheid stimulansen voor burgers om deel te nemen aan een verzekeringsregeling? ? 

ANTWOORD:"
24.5,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD: 
Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)?. 
 
Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)??. 
 
Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, ind","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
25,Is er een vacatureportaal?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een vacatureportaal? ? 

ANTWOORD: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een vacatureportaal? ? 

ANTWOORD:"
25.1,URL van het vacatureportaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de URL van het vacatureportaal ? 

ANTWOORD: Er is geen vacatureportaal. ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de URL van het vacatureportaal ? 

ANTWOORD:"
25.2,Beschikbare online transactiediensten op het vacatureportaal,"0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Beschikbare online transactiediensten op het vacatureportaal ? 

ANTWOORD: Vacatureportaal, indien ja, wat is de Beschikbare online transactiediensten op het vacatureportaal ? 0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig  
","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Beschikbare online transactiediensten op het vacatureportaal ? 

ANTWOORD:"
25.3,Inclusie van publieke sector posities in het vacatureportaal?,"0= Onbekend, 1= Aparte Vacatureportaal voor overheidsmedewerkers, 2= Primair vacatureportaal wordt ook gebruikt voor overheidsmedewerkers","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Aparte Vacatureportaal voor overheidsmedewerkers, 2= Primair vacatureportaal wordt ook gebruikt voor overheidsmedewerkers  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Inclusie van publieke sector posities in het vacatureportaal? ? 

ANTWOORD: Er is geen vacatureportaal. 
 VRAAG: Is er een vacatureportaal?, indien ja, wat is de Inclusie van publieke sector posities in het vacatureportaal? ? 

ANTWOORD: Er is een vacatureportaal. 
 VRAAG: Is er een vacatureportaal?, indien ja, wat is de Inclusie van publieke sector posities in het vacatureportaal? ? 

ANTWOORD: Er is een vacatureportaal. ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Aparte Vacatureportaal voor overheidsmedewerkers, 2= Primair vacatureportaal wordt ook gebruikt voor overheidsmedewerkers  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Inclusie van publieke sector posities in het vacatureportaal? ? 

ANTWOORD:"
25.4,Worden burgers/werknemers betrokken bij het ontwerp van diensten/portaal?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Worden burgers/werknemers betrokken bij het ontwerp van diensten/portaal? ? 

ANTWOORD: Worden burgers/werknemers betrokken bij het ontwerp van diensten/portaal? 
 Ja 
 Nee ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Worden burgers/werknemers betrokken bij het ontwerp van diensten/portaal? ? 

ANTWOORD:"
25.5,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD: 
0= Nee, 1= Ja. 
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
26,Is er een digitale ID [bewijs / systeem] die externe authenticatie mogelijk maakt voor (volledig) online toegang tot diensten / transacties?,"0= Nee, 1= Ja (externe indicator overgenomen uit de 2022 ID4D dataset)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (externe indicator overgenomen uit de 2022 ID4D dataset)  

VRAAG: Is er een digitale ID [bewijs / systeem] die externe authenticatie mogelijk maakt voor (volledig) online toegang tot diensten / transacties? ? 

ANTWOORD: Ja. 
VRAAG: Is er een digitale ID [bewijs / systeem] die externe authenticatie mogelijk maakt voor (volledig) online toegang tot diensten / transacties? ? 

ANTWOORD: Ja. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (externe indicator overgenomen uit de 2022 ID4D dataset)  

VRAAG: Is er een digitale ID [bewijs / systeem] die externe authenticatie mogelijk maakt voor (volledig) online toegang tot diensten / transacties? ? 

ANTWOORD:"
27,UN E-Participatie Index (EPI),0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey),"Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey)  

VRAAG: UN E-Participatie Index (EPI) ? 

ANTWOORD: 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey). 
 VRAAG: UN E-Participatie Index (EPI) ? [/INST] UN E-Participatie Index (EPI) (UN e-Gov Survey). 
 VRAAG: UN E-Participatie Index (EPI) ? [/INST] UN E-Participatie Index (EPI) (UN e-Gov Survey). ","Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey)  

VRAAG: UN E-Participatie Index (EPI) ? 

ANTWOORD:"
28,Is er een Open Overheid portaal?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een Open Overheid portaal? ? 

ANTWOORD: 0= Nee, 1= Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een Open Overheid portaal? ? 

ANTWOORD:"
28.1,URL van het Open Overheid portaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de URL van het Open Overheid portaal ? 

ANTWOORD: Ja, het Open Overheid portaal is te vinden op [https://openoverheid.nederland.nl](https://openoverheid.nederland.nl). ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de URL van het Open Overheid portaal ? 

ANTWOORD:"
28.2,Updatefrequentie van Open Overheid portaal,"0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Updatefrequentie van Open Overheid portaal ? 

ANTWOORD: 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Updatefrequentie van Open Overheid portaal ? 

ANTWOORD:"
28.3,Inhoud / volwassenheid van Open Overheid portaal,"0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Overheid portaal ? 

ANTWOORD: Nee, er is geen Open Overheid portaal. Er is wel een portaal voor open data: [https://opendata.overheid.nl/](https://opendata.overheid.nl/) 
VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Overheid portaal ?. 
 ANTWOORD: Nee, er is geen Open Overheid portaal. Er is wel een portaal voor open data: [https://opendata.overheid.nl/](","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Overheid portaal ? 

ANTWOORD:"
29,Is er een Open Data portaal?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een Open Data portaal? ? 

ANTWOORD: 0= Nee, 1= Ja ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een Open Data portaal? ? 

ANTWOORD:"
29.1,URL van het Open Data portaal,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de URL van het Open Data portaal ? 

ANTWOORD: [URL] ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de URL van het Open Data portaal ? 

ANTWOORD:"
29.2,Updatefrequentie van Open Data portaal,"0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Updatefrequentie van Open Data portaal ? 

ANTWOORD: 
1: Jaarlijks 
2: Per kwartaal / Maandelijks 
3: Wekelijks / Dagelijks 
0: Onbekend ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Updatefrequentie van Open Data portaal ? 

ANTWOORD:"
29.3,Inhoud / volwassenheid van Open Data portaal,"0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Data portaal ? 

ANTWOORD: Er is een Open Data portaal. Inhoud / volwassenheid van Open Data portaal ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Data portaal ? 

ANTWOORD:"
