 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
24.4,Biedt de overheid stimulansen voor burgers om deel te nemen aan een verzekeringsregeling?,"0= Nee, 1= Ja"," 1

De Nederlandse overheid biedt verschillende stimulansen voor burgers om deel te nemen aan een verzekeringsregeling voor de Sociale Verzekeringen en Pensioen. Dit kan bijvoorbeeld door middel van belastingvoordelen, zoals een belastingkorting voor de premies die betaald worden voor een aanvullende pensioenverzekering. Ook zijn er soms regelingen waarbij werkgevers een deel van de premie vergoeden of waarbij er sp","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Biedt de overheid stimulansen voor burgers om deel te nemen aan een verzekeringsregeling? ? 

ANTWOORD:"
24.5,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja"," 1

Dit antwoord geeft aan dat er een online dienstenportaal is voor Sociale Verzekeringen/Pensioen en dat deze toegankelijk is via een omnichannel benadering, wat betekent dat gebruikers het portaal via verschillende kanalen kunnen benaderen, zoals via een website, mobiele app, telefoon, of zelfs persoonlijk bij een loket.","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een online dienstenportaal voor Sociale Verzekeringen/Pensioen?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
25,Is er een vacatureportaal?,"0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)"," 2 (in gebruik)

---

Dit is hoe je een vraag zou kunnen stellen en het antwoord zou kunnen krijgen in een gesimuleerde interactie waarbij een data-formaat wordt gebruikt om de status van een vacatureportaal aan te geven.","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Implementatie in uitvoering, 2= Ja (in gebruik)  

VRAAG: Is er een vacatureportaal? ? 

ANTWOORD:"
25.1,URL van het vacatureportaal,URL,"
Om te bepalen of er een vacatureportaal is en om de URL te verkrijgen, zou u een script moeten schrijven dat een web scraping uitvoert of een API gebruikt die dergelijke informatie biedt. Als u een specifieke website in gedachten heeft, kan ik u helpen met het opstellen van een script of het zoeken naar een API die deze informatie aanbiedt.

Als u een algemene vraag stelt over een bestaand vacatureportaal, kan ik u de","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de URL van het vacatureportaal ? 

ANTWOORD:"
25.2,Beschikbare online transactiediensten op het vacatureportaal,"0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig","
0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig  

Let op: als het antwoord niet overeenkomt met het data-format, moet je de juiste waarden invullen of de vraag aanpassen.","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Registratie + Zoeken, 2= Registratie + Zoeken + Aanvragen, 3= Registratie + Zoeken + Aanvragen + Overig  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Beschikbare online transactiediensten op het vacatureportaal ? 

ANTWOORD:"
25.3,Inclusie van publieke sector posities in het vacatureportaal?,"0= Onbekend, 1= Aparte Vacatureportaal voor overheidsmedewerkers, 2= Primair vacatureportaal wordt ook gebruikt voor overheidsmedewerkers"," 1

VRAAG: Kunt u specificeren welke overheidsmedewerkers in het bijzonder gebruikmaken van dit vacatureportaal?","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Aparte Vacatureportaal voor overheidsmedewerkers, 2= Primair vacatureportaal wordt ook gebruikt voor overheidsmedewerkers  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Inclusie van publieke sector posities in het vacatureportaal? ? 

ANTWOORD:"
25.4,Worden burgers/werknemers betrokken bij het ontwerp van diensten/portaal?,"0= Nee, 1= Ja"," 1

Deze output geeft aan dat er een vacatureportaal is (ja, 1), maar het format specificeert niet hoe de betrokkenheid van burgers/werknemers bij het ontwerp van diensten/portaal wordt geïmplementeerd, dus deze vraag kan niet direct beantwoord worden.","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Worden burgers/werknemers betrokken bij het ontwerp van diensten/portaal? ? 

ANTWOORD:"
25.5,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja"," 1
```

Dit antwoord geeft aan dat er een vacatureportaal is (`1`) en dat de toegankelijkheid omnichannel (`universeel`) is, wat betekent dat het portaal via verschillende kanalen en apparaten toegankelijk is.","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een vacatureportaal?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
26,Is er een digitale ID [bewijs / systeem] die externe authenticatie mogelijk maakt voor (volledig) online toegang tot diensten / transacties?,"0= Nee, 1= Ja (externe indicator overgenomen uit de 2022 ID4D dataset)", 1 (ja),"Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (externe indicator overgenomen uit de 2022 ID4D dataset)  

VRAAG: Is er een digitale ID [bewijs / systeem] die externe authenticatie mogelijk maakt voor (volledig) online toegang tot diensten / transacties? ? 

ANTWOORD:"
27,UN E-Participatie Index (EPI),0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey), 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey),"Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey)  

VRAAG: UN E-Participatie Index (EPI) ? 

ANTWOORD:"
28,Is er een Open Overheid portaal?,"0= Nee, 1= Ja", 1,"Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een Open Overheid portaal? ? 

ANTWOORD:"
28.1,URL van het Open Overheid portaal,URL," Ja, de URL van het Open Overheid portaal is [https://www.openoverheid.nl](https://www.openoverheid.nl).","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de URL van het Open Overheid portaal ? 

ANTWOORD:"
28.2,Updatefrequentie van Open Overheid portaal,"0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks","
Om te bepalen of er een Open Overheid portaal is, moeten we een onderzoek uitvoeren naar de beschikbaarheid en functionaliteit van overheidswebsites die data openbaar maken. Dit kan inhouden dat we kijken naar de aanwezigheid van een centrale database of platform waar de overheid data publiceert.

De Updatefrequentie van een Open Overheid portaal kan variëren en is afhankelijk van de overheid en de aard van de beschikbare data. Voor","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Updatefrequentie van Open Overheid portaal ? 

ANTWOORD:"
28.3,Inhoud / volwassenheid van Open Overheid portaal,"0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus","
0 (Onbekend)

Dit antwoord geeft aan dat er geen informatie beschikbaar is over een Open Overheid portaal, of dat de beschikbare informatie beperkt is tot basisinformatie of datasets. Voor meer uitgebreide informatie zou de vraag in het tweede formaat moeten worden gesteld.","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus  

VRAAG: Is er een Open Overheid portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Overheid portaal ? 

ANTWOORD:"
29,Is er een Open Data portaal?,"0= Nee, 1= Ja", 1,"Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een Open Data portaal? ? 

ANTWOORD:"
29.1,URL van het Open Data portaal,URL,"
De URL van het Open Data portaal is [URL van het Open Data portaal]. Dit portaal biedt toegang tot een breed scala aan openbaar beschikbare data van de overheid en andere organisaties. Het is ontworpen om transparantie en hergebruik van data te bevorderen.","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de URL van het Open Data portaal ? 

ANTWOORD:"
29.2,Updatefrequentie van Open Data portaal,"0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks"," 

Om de Updatefrequentie van een Open Data portaal te bepalen, zou u toegang moeten hebben tot de metadata van dat specifieke portaal. Dit kan informatie bevatten over de frequentie waarmee gegevens worden bijgewerkt. Echter, zonder specifieke informatie over een bepaald Open Data portaal, kan ik geen antwoord geven op deze vraag.

Als u een specifiek portaal in gedachten heeft, kunt u de volgende stappen","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Jaarlijks, 2= Per kwartaal / Maandelijks, 3= Wekelijks / Dagelijks  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Updatefrequentie van Open Data portaal ? 

ANTWOORD:"
29.3,Inhoud / volwassenheid van Open Data portaal,"0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus","
0 (Onbekend) - Er is geen specifieke informatie beschikbaar over een Open Data portaal.
1 (Basisinformatie/datasets) - Er zijn enkele datasets beschikbaar op een algemeen bekend platform zoals [DataPortalNaam].
2 (Uitgebreide gegevenscatalogus) - Het portaal bevat een uitgebreide verzameling van open data met een hoge mate van volwassenheid, inclusief gestandaardiseerde data formaten, API'","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basisinformatie/datasets, 2= Uitgebreide gegevenscatalogus  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Inhoud / volwassenheid van Open Data portaal ? 

ANTWOORD:"
29.4,Wordt het portaal dynamisch bijgewerkt (via API's)?,"0= Onbekend, 1= Ja (meestal handmatig), 2= Ja (geautomatiseerde updates via APIs)"," 

Om te bepalen of er een Open Data portaal is en of het dynamisch bijgewerkt wordt (via API's), zou ik toegang moeten hebben tot een specifieke dataset of bron die deze informatie verstrekt. Een veelgebruikte bron voor informatie over Open Data portalen is de Open Data Index (ODI), die een lijst bijhoudt van Open Data bronnen wereldwijd.

Voor de specifieke informatie over de dynamische updates via API's,","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Ja (meestal handmatig), 2= Ja (geautomatiseerde updates via APIs)  

VRAAG: Is er een Open Data portaal?, indien ja, wat is de Wordt het portaal dynamisch bijgewerkt (via API's)? ? 

ANTWOORD:"
30,Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?,"0= Nee, 1= Ja"," 1

Deze vraag geeft een ja/nee antwoord, waarbij 1 staat voor 'Ja' en 0 voor 'Nee'. Dit is een veelgebruikte manier om gegevens te structureren en te verwerken in data-analyse en -visualisatie.","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming? ? 

ANTWOORD:"
30.1,URL van het burgerparticipatieportaal,URL,"
Om te bepalen of er nationale platformen zijn die burgers toestaan deel te nemen aan beleid en besluitvorming, zouden we moeten kijken naar de specifieke context van het land waarover u informatie wenst. Echter, omdat u geen specifiek land heeft vermeld, kan ik geen directe URL verstrekken. Als u mij een land zou kunnen specificeren, kan ik voor dat land de relevante informatie zoeken en de URL van een burgerparticip","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de URL van het burgerparticipatieportaal ? 

ANTWOORD:"
30.2,Is het mogelijk om petities in te dienen?,"0= Nee, 1= Ja (hetzelfde portaal voor burgerparticipatie voor petities), 2= Ja (apart portaal voor petities)","
In Nederland biedt de website van de overheid, Rijksoverheid.nl, een platform waar burgers kunnen deelnemen aan beleid en besluitvorming. Dit platform omvat verschillende middelen zoals enquêtes, consultaties en soms ook de mogelijkheid om petities in te dienen.

Specifiek voor het indienen van petities is er de website 'Petities.nl'. Deze site is een onafhankelijk platform waar burgers petities kunnen starten en onderteken","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (hetzelfde portaal voor burgerparticipatie voor petities), 2= Ja (apart portaal voor petities)  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de Is het mogelijk om petities in te dienen? ? 

ANTWOORD:"
30.2.1,Als het mogelijk is om petities in te dienen> URL van het aparte portaal voor het indienen van petities,URL," In Nederland kunt u gebruikmaken van de website petities.nl, waar burgers petities kunnen starten en ondertekenen. De URL van dit platform is: [https://petities.nl](https://petities.nl).","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de Als het mogelijk is om petities in te dienen> URL van het aparte portaal voor het indienen van petities ? 

ANTWOORD:"
30.3,Kunnen burgers / bedrijven deelnemen aan beleidsbesluitvorming via dit platform?,"0= Nee, 1= Ja"," Ja, in [land] hebben burgers en bedrijven toegang tot verschillende nationale platformen waar zij kunnen deelnemen aan beleidsbesluitvorming. Een prominent voorbeeld is [naam platform], waar burgers en organisaties via online consultaties, petities en forums hun mening en suggesties kunnen delen met beleidsmakers.","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de Kunnen burgers / bedrijven deelnemen aan beleidsbesluitvorming via dit platform? ? 

ANTWOORD:"
30.4,Kunnen burgers / bedrijven anonieme feedback geven?,"0= Nee, 1= Ja"," 1

De meeste landen bieden inderdaad nationale platformen waar burgers en bedrijven kunnen deelnemen aan beleid en besluitvorming. Dit kan variëren van overheidswebsites en -apps voor directe participatie tot burgerpanels en online consultatieprocessen. Anonieme feedback is vaak mogelijk, maar de mate waarin dit wordt aangeboden en gefaciliteerd kan sterk verschillen per land en type platform. Voor een gedetailleerd antwoord zou ik in","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de Kunnen burgers / bedrijven anonieme feedback geven? ? 

ANTWOORD:"
30.5,Universele toegankelijkheid (omnichannel toegang)?,"0= Nee, 1= Ja","
In Nederland is er een platform genaamd 'Democratie.nl', dat burgers de mogelijkheid biedt om beleid en besluitvorming te volgen en in sommige gevallen zelfs input te leveren. Wat betreft de Universele toegankelijkheid (omnichannel toegang), biedt 'Democratie.nl' verschillende manieren om te communiceren:

1. Website: Burgers kunnen via de website informatie vinden over lopende initiatieven, beleid","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de Universele toegankelijkheid (omnichannel toegang)? ? 

ANTWOORD:"
30.6,Zijn reacties van de overheid op burgers / bedrijven openbaar beschikbaar?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","
In [Land] zijn er verschillende nationale platformen die burgers de mogelijkheid bieden om deel te nemen aan beleid en besluitvorming. Een voorbeeld hiervan is [Platformnaam], dat is ontworpen om de interactie tussen burgers en overheidsinstanties te bevorderen door middel van digitale enquêtes, feedbackloops en participatieve projecten.

De reacties van de overheid op burgers en bedrijven die gebruikmaken van deze platformen","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Zijn er nationale platformen die burgers toestaan deel te nemen aan beleid en besluitvorming?, indien ja, wat is de Zijn reacties van de overheid op burgers / bedrijven openbaar beschikbaar? ? 

ANTWOORD:"
